shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5548,22.75301,75.91547,7,0
5548,22.75374,75.90734,8,0
5548,22.75361,75.90408,9,0
5548,22.75532,75.89702,10,0
5548,22.75103,75.89499,11,0
5548,22.75202,75.89107,12,0
5548,22.74929,75.89009,13,0
5548,22.74662,75.88795,14,0
5548,22.74385,75.88437,15,0
5548,22.73983,75.88091,16,0
5548,22.73647,75.87761,17,0
5548,22.7342,75.875,18,0
5548,22.72858,75.87449,19,0
5548,22.72519,75.87421,20,0
5548,22.72451,75.87419,21,0
5548,22.72077,75.874,22,0
5548,22.7201,75.87128,23,0
5548,22.71976,75.86529,24,0
5548,22.71989,75.86331,25,0
5548,22.71907,75.85896,26,0
5548,22.71866,75.85933,27,0
5548,22.71842,75.85562,28,0
5549,22.70537,75.84432,1,0
5549,22.71535,75.84527,2,0
5549,22.71842,75.85562,3,0
5549,22.71976,75.86529,4,0
5549,22.71262,75.8795,5,0
5549,22.70741,75.9003,6,0
5549,22.7193,75.90843,7,0
5549,22.71583,75.93964,8,0
5550,22.79788,75.8473,1,0
5550,22.7795,75.85702,2,0
5550,22.76408,75.87101,3,0
5550,22.76108,75.87496,4,0
5550,22.75561,75.87815,5,0
5550,22.75277,75.88781,6,0
5550,22.75202,75.89107,7,0
5550,22.75103,75.89499,8,0
5550,22.75532,75.89702,9,0
5550,22.75361,75.90408,10,0
5550,22.74521,75.90292,11,0
5550,22.74121,75.90245,12,0
5550,22.73217,75.90206,13,0
5550,22.71914,75.9063,14,0
5550,22.70605,75.90583,15,0
5550,22.69762,75.90504,16,0
5550,22.69285,75.89966,17,0
5550,22.68889,75.88449,18,0
5550,22.68598,75.88179,19,0
5550,22.68538,75.87344,20,0
5550,22.68915,75.87031,21,0
5550,22.69268,75.86781,22,0
5550,22.68805,75.8626,23,0
5550,22.68339,75.85544,24,0
5550,22.68828,75.85532,25,0
5550,22.69519,75.85495,26,0
5550,22.70692,75.85579,27,0
5550,22.70837,75.85452,28,0
5550,22.70685,75.85,29,0
5550,22.70537,75.84432,30,0
5551,22.76223,75.82946,1,0
5551,22.74591,75.83805,2,0
5551,22.73997,75.84261,3,0
5551,22.73435,75.84081,4,0
5551,22.73266,75.84669,5,0
5551,22.73386,75.84969,6,0
5551,22.73456,75.85739,7,0
5551,22.73401,75.86032,8,0
5551,22.72849,75.85966,9,0
5551,22.72374,75.85922,10,0
5551,22.71993,75.85927,11,0
5551,22.71989,75.86331,12,0
5551,22.7201,75.87128,13,0
5551,22.71397,75.87477,14,0
5551,22.71371,75.87587,15,0
5551,22.71296,75.87857,16,0
5551,22.71112,75.88412,17,0
5551,22.70605,75.90583,18,0
5551,22.70314,75.91824,19,0
5551,22.70112,75.92634,20,0
5551,22.6989,75.92823,21,0
5551,22.68683,75.93041,22,0
5551,22.68066,75.93199,23,0
5551,22.67559,75.94032,24,0
5552,22.74651,75.81374,1,0
5552,22.72989,75.8374,2,0
5552,22.72374,75.85922,3,0
5552,22.7201,75.87128,4,0
5552,22.71397,75.87477,5,0
5552,22.71262,75.8795,6,0
5553,22.72006,75.90539,1,0
5553,22.72061,75.90222,2,0
5553,22.72112,75.89869,3,0
5553,22.72221,75.89483,4,0
5553,22.72321,75.89301,5,0
5553,22.72332,75.88849,6,0
5553,22.72373,75.88665,7,0
5553,22.72278,75.88235,8,0
5553,22.72158,75.87766,9,0
5553,22.72108,75.87584,10,0
5553,22.72077,75.874,11,0
5553,22.7201,75.87128,12,0
5553,22.71901,75.86575,13,0
5553,22.71876,75.86355,14,0
5553,22.71866,75.85933,15,0
5553,22.71842,75.85562,16,0
5553,22.71626,75.85539,17,0
5553,22.71563,75.85033,18,0
5553,22.71535,75.84527,19,0
5553,22.71519,75.84062,20,0
5553,22.71747,75.84085,21,0
5553,22.72056,75.84171,22,0
5553,22.72214,75.8346,23,0
5553,22.72351,75.82969,24,0
5553,22.72429,75.82648,25,0
5553,22.7248,75.82447,26,0
5553,22.72574,75.82043,27,0
5553,22.72894,75.815,28,0
5553,22.72978,75.81067,29,0
5553,22.73272,75.80021,30,0
5553,22.73908,75.79089,31,0
5554,22.6651,75.91563,1,0
5554,22.67331,75.90682,2,0
5554,22.68565,75.88889,3,0
5554,22.69285,75.89966,4,0
5554,22.70605,75.90583,5,0
5554,22.71262,75.8795,6,0
5554,22.71397,75.87477,7,0
5554,22.71976,75.86529,8,0
5554,22.71842,75.85562,9,0
5555,22.79788,75.8473,1,0
5555,22.78996,75.84743,2,0
5555,22.7795,75.85702,3,0
5555,22.77568,75.8603,4,0
5555,22.76408,75.87101,5,0
5555,22.75897,75.8702,6,0
5555,22.75462,75.86985,7,0
5555,22.75065,75.86936,8,0
5555,22.74503,75.87168,9,0
5555,22.74332,75.87088,10,0
5555,22.74134,75.86815,11,0
5555,22.73916,75.86748,12,0
5555,22.72985,75.86328,13,0
5555,22.7278,75.8629,14,0
5555,22.724,75.86206,15,0
5555,22.72374,75.85922,16,0
5555,22.71842,75.85562,17,0
5555,22.71626,75.85539,18,0
5555,22.71356,75.85655,19,0
5555,22.70837,75.85452,20,0
5555,22.70692,75.85579,21,0
5555,22.70389,75.85541,22,0
5555,22.69758,75.85478,23,0
5555,22.69519,75.85495,24,0
5555,22.68828,75.85532,25,0
5555,22.68188,75.85246,26,0
5555,22.68246,75.84427,27,0
5555,22.67685,75.83788,28,0
5555,22.67169,75.83487,29,0
5555,22.67021,75.83235,30,0
5555,22.65582,75.82297,31,0
5555,22.64862,75.82024,32,0
5555,22.6464,75.81923,33,0
5555,22.64311,75.8175,34,0
5555,22.63663,75.8106,35,0
5555,22.6319,75.80839,36,0
5555,22.63015,75.80739,37,0
5555,22.62713,75.80548,38,0
5555,22.62063,75.801,39,0
5556,22.71842,75.85562,1,0
5556,22.71866,75.85933,2,0
5556,22.71907,75.85896,3,0
5556,22.71876,75.86355,4,0
5556,22.71901,75.86575,5,0
5556,22.71768,75.86885,6,0
5556,22.71586,75.87085,7,0
5556,22.71397,75.87477,8,0
5556,22.71834,75.88424,9,0
5556,22.72278,75.88235,10,0
5556,22.72655,75.88103,11,0
5556,22.7342,75.875,12,0
5556,22.73647,75.87761,13,0
5556,22.73983,75.88091,14,0
5556,22.73718,75.88483,15,0
5556,22.73396,75.88969,16,0
5556,22.7308,75.90276,17,0
5556,22.74121,75.90245,18,0
5556,22.74068,75.90703,19,0
5557,22.74032,75.97398,1,0
5557,22.73535,75.96719,2,0
5557,22.73473,75.96065,3,0
5557,22.73462,75.95341,4,0
5557,22.73469,75.95199,5,0
5557,22.73069,75.9403,6,0
5557,22.7296,75.937,7,0
5557,22.72771,75.93204,8,0
5557,22.72688,75.92779,9,0
5557,22.72561,75.92302,10,0
5557,22.72248,75.91727,11,0
5557,22.72173,75.91554,12,0
5557,22.71965,75.91076,13,0
5557,22.7193,75.90843,14,0
5557,22.71914,75.9063,15,0
5557,22.71151,75.90582,16,0
5557,22.70605,75.90583,17,0
5557,22.69762,75.90504,18,0
5557,22.69285,75.89966,19,0
5557,22.6901,75.89608,20,0
5557,22.68982,75.88923,21,0
5557,22.68889,75.88449,22,0
5557,22.68598,75.88179,23,0
5557,22.68448,75.879,24,0
5557,22.68538,75.87344,25,0
5557,22.68915,75.87031,26,0
5557,22.69268,75.86781,27,0
5557,22.6982,75.8646,28,0
5557,22.70085,75.86308,29,0
5557,22.7077,75.85902,30,0
5557,22.70692,75.85579,31,0
5557,22.70685,75.85,32,0
5557,22.70538,75.84605,33,0
5557,22.70497,75.84298,34,0
5557,22.70871,75.84163,35,0
5557,22.71313,75.84063,36,0
5557,22.71519,75.84062,37,0
5557,22.71787,75.84091,38,0
5557,22.72056,75.84171,39,0
5557,22.72214,75.8346,40,0
5557,22.72429,75.82648,41,0
5557,22.7248,75.82447,42,0
5557,22.72574,75.82043,43,0
5557,22.72894,75.815,44,0
5557,22.72978,75.81067,45,0
5557,22.73272,75.80021,46,0
5557,22.73908,75.79089,47,0
5558,22.68889,75.88449,1,0
5558,22.68598,75.88179,2,0
5558,22.69485,75.88044,3,0
5558,22.69931,75.87791,4,0
5558,22.70357,75.87655,5,0
5558,22.70746,75.87884,6,0
5558,22.71262,75.8795,7,0
5558,22.71139,75.88066,8,0
5558,22.71371,75.87587,9,0
5558,22.71397,75.87477,10,0
5558,22.71381,75.8686,11,0
5558,22.71768,75.86885,12,0
5558,22.7191,75.86917,13,0
5558,22.7201,75.87128,14,0
5558,22.71901,75.86575,15,0
5558,22.71876,75.86355,16,0
5558,22.71993,75.85927,17,0
5558,22.72374,75.85922,18,0
5558,22.72299,75.85797,19,0
5558,22.72286,75.85393,20,0
5558,22.72244,75.85266,21,0
5558,22.7225,75.84988,22,0
5558,22.72271,75.84841,23,0
5558,22.72288,75.84609,24,0
5558,22.72283,75.8433,25,0
5558,22.7218,75.84231,26,0
5558,22.72056,75.84171,27,0
5558,22.71787,75.84091,28,0
5558,22.71519,75.84062,29,0
5558,22.71313,75.84063,30,0
5558,22.71139,75.83457,31,0
5558,22.70956,75.83054,32,0
5558,22.70725,75.82426,33,0
5558,22.70642,75.82118,34,0
5558,22.70389,75.81209,35,0
5558,22.70107,75.80219,36,0
5558,22.69995,75.79824,37,0
5558,22.69804,75.79378,38,0
5558,22.69676,75.78635,39,0
5593,22.62041,76.04865,1,0
5593,22.62323,76.0283,2,0
5593,22.633,75.99139,3,0
5593,22.64482,75.9979,4,0
5593,22.63714,75.97479,5,0
5593,22.63973,75.96125,6,0
5593,22.65636,75.94163,7,0
5593,22.67399,75.93444,8,0
5593,22.67837,75.92474,9,0
5593,22.68046,75.92071,10,0
5593,22.68395,75.91371,11,0
5593,22.65104,75.83103,12,0
5593,22.67934,75.83449,13,0
5593,22.68678,75.9067,14,0
5593,22.68772,75.89447,15,0
5593,22.73512,75.83015,16,0
5593,22.68565,75.88889,17,0
5593,22.68889,75.88449,18,0
5593,22.68598,75.88179,19,0
5593,22.69485,75.88044,20,0
5593,22.69931,75.87791,21,0
5593,22.69419,75.8705,22,0
5593,22.69268,75.86781,23,0
5595,22.69676,75.78635,1,0
5595,22.69804,75.79378,2,0
5595,22.69995,75.79824,3,0
5595,22.70107,75.80219,4,0
5595,22.70389,75.81209,5,0
5595,22.70642,75.82118,6,0
5595,22.70725,75.82426,7,0
5595,22.70956,75.83054,8,0
5595,22.71139,75.83457,9,0
5595,22.71313,75.84063,10,0
5595,22.71519,75.84062,11,0
5595,22.71787,75.84091,12,0
5595,22.72056,75.84171,13,0
5595,22.7218,75.84231,14,0
5595,22.72283,75.8433,15,0
5595,22.72288,75.84609,16,0
5595,22.72271,75.84841,17,0
5595,22.7225,75.84988,18,0
5595,22.72244,75.85266,19,0
5595,22.72286,75.85393,20,0
5595,22.72299,75.85797,21,0
5595,22.72374,75.85922,22,0
5595,22.71993,75.85927,23,0
5595,22.71876,75.86355,24,0
5595,22.71901,75.86575,25,0
5595,22.7201,75.87128,26,0
5595,22.7191,75.86917,27,0
5595,22.71768,75.86885,28,0
5595,22.71381,75.8686,29,0
5595,22.71397,75.87477,30,0
5595,22.71371,75.87587,31,0
5595,22.71139,75.88066,32,0
5595,22.71262,75.8795,33,0
5595,22.70746,75.87884,34,0
5595,22.70357,75.87655,35,0
5595,22.69931,75.87791,36,0
5595,22.69485,75.88044,37,0
5595,22.68598,75.88179,38,0
5595,22.68889,75.88449,39,0
5596,22.73908,75.79089,1,0
5596,22.73272,75.80021,2,0
5596,22.72978,75.81067,3,0
5596,22.72894,75.815,4,0
5596,22.72574,75.82043,5,0
5596,22.7248,75.82447,6,0
5596,22.72429,75.82648,7,0
5596,22.72351,75.82969,8,0
5596,22.72214,75.8346,9,0
5596,22.72056,75.84171,10,0
5596,22.71747,75.84085,11,0
5596,22.71519,75.84062,12,0
5596,22.71535,75.84527,13,0
5596,22.71563,75.85033,14,0
5596,22.71626,75.85539,15,0
5596,22.71842,75.85562,16,0
5596,22.71866,75.85933,17,0
5596,22.71989,75.86331,18,0
5596,22.71976,75.86529,19,0
5596,22.7201,75.87128,20,0
5596,22.72077,75.874,21,0
5596,22.72108,75.87584,22,0
5596,22.72158,75.87766,23,0
5596,22.72278,75.88235,24,0
5596,22.72373,75.88665,25,0
5596,22.72332,75.88849,26,0
5596,22.72321,75.89301,27,0
5596,22.72221,75.89483,28,0
5596,22.72112,75.89869,29,0
5596,22.72061,75.90222,30,0
5596,22.72006,75.90539,31,0
5597,22.73908,75.79089,1,0
5597,22.73272,75.80021,2,0
5597,22.72978,75.81067,3,0
5597,22.72894,75.815,4,0
5597,22.72574,75.82043,5,0
5597,22.7248,75.82447,6,0
5597,22.72429,75.82648,7,0
5597,22.72214,75.8346,8,0
5597,22.72056,75.84171,9,0
5597,22.71787,75.84091,10,0
5597,22.71519,75.84062,11,0
5597,22.71313,75.84063,12,0
5597,22.70871,75.84163,13,0
5597,22.70497,75.84298,14,0
5597,22.70536,75.84727,15,0
5597,22.70685,75.85,16,0
5597,22.70692,75.85579,17,0
5597,22.7077,75.85902,18,0
5597,22.70085,75.86308,19,0
5597,22.69772,75.86488,20,0
5597,22.69268,75.86781,21,0
5597,22.68915,75.87031,22,0
5597,22.68538,75.87344,23,0
5597,22.68448,75.879,24,0
5597,22.69211,75.88225,25,0
5597,22.68889,75.88449,26,0
5597,22.68982,75.88923,27,0
5597,22.6901,75.89608,28,0
5597,22.69285,75.89966,29,0
5597,22.69762,75.90504,30,0
5597,22.70605,75.90583,31,0
5597,22.71151,75.90582,32,0
5597,22.71914,75.9063,33,0
5597,22.7193,75.90843,34,0
5597,22.71965,75.91076,35,0
5597,22.72173,75.91554,36,0
5597,22.72248,75.91727,37,0
5597,22.72561,75.92302,38,0
5597,22.72688,75.92779,39,0
5597,22.72771,75.93204,40,0
5597,22.7296,75.937,41,0
5597,22.73069,75.9403,42,0
5597,22.73469,75.95199,43,0
5597,22.73462,75.95341,44,0
5597,22.73473,75.96065,45,0
5597,22.73535,75.96719,46,0
5597,22.74032,75.97398,47,0
5598,22.70537,75.84432,1,0
5598,22.70685,75.85,2,0
5598,22.70837,75.85452,3,0
5598,22.70692,75.85579,4,0
5598,22.69519,75.85495,5,0
5598,22.68828,75.85532,6,0
5598,22.68339,75.85544,7,0
5598,22.68805,75.8626,8,0
5598,22.69268,75.86781,9,0
5598,22.68915,75.87031,10,0
5598,22.68538,75.87344,11,0
5598,22.68598,75.88179,12,0
5598,22.68889,75.88449,13,0
5598,22.69285,75.89966,14,0
5598,22.69762,75.90504,15,0
5598,22.70605,75.90583,16,0
5598,22.71914,75.9063,17,0
5598,22.73217,75.90206,18,0
5598,22.74121,75.90245,19,0
5598,22.74521,75.90292,20,0
5598,22.75361,75.90408,21,0
5598,22.75532,75.89702,22,0
5598,22.75103,75.89499,23,0
5598,22.75202,75.89107,24,0
5598,22.75277,75.88781,25,0
5598,22.75561,75.87815,26,0
5598,22.76108,75.87496,27,0
5598,22.76408,75.87101,28,0
5598,22.7795,75.85702,29,0
5598,22.79788,75.8473,30,0
5600,22.68164,76.05086,1,0
5600,22.68832,76.02612,2,0
5600,22.67625,75.94377,3,0
5600,22.6755,75.93377,4,0
5600,22.67837,75.92474,5,0
5600,22.68046,75.92071,6,0
5600,22.68395,75.91371,7,0
5600,22.68512,75.91005,8,0
5600,22.68678,75.9067,9,0
5600,22.68772,75.89447,10,0
5600,22.68565,75.88889,11,0
5600,22.68889,75.88449,12,0
5600,22.69211,75.88225,13,0
5600,22.69595,75.87971,14,0
5600,22.7014,75.87736,15,0
5600,22.70483,75.87799,16,0
5600,22.70746,75.87884,17,0
5600,22.71143,75.88296,18,0
5600,22.71139,75.88066,19,0
5600,22.71296,75.87857,20,0
5600,22.71371,75.87587,21,0
5600,22.71397,75.87477,22,0
5600,22.71586,75.87085,23,0
5600,22.71381,75.8686,24,0
5600,22.71768,75.86885,25,0
5608,22.62063,75.801,1,0
5608,22.62713,75.80548,2,0
5608,22.63015,75.80739,3,0
5608,22.6319,75.80839,4,0
5608,22.63663,75.8106,5,0
5608,22.64311,75.8175,6,0
5608,22.6464,75.81923,7,0
5608,22.64862,75.82024,8,0
5608,22.65582,75.82297,9,0
5608,22.67021,75.83235,10,0
5608,22.67169,75.83487,11,0
5608,22.67685,75.83788,12,0
5608,22.68246,75.84427,13,0
5608,22.68188,75.85246,14,0
5608,22.68828,75.85532,15,0
5608,22.69519,75.85495,16,0
5608,22.69758,75.85478,17,0
5608,22.70389,75.85541,18,0
5608,22.70692,75.85579,19,0
5608,22.70837,75.85452,20,0
5608,22.71342,75.85589,21,0
5608,22.71626,75.85539,22,0
5608,22.71842,75.85562,23,0
5608,22.72374,75.85922,24,0
5608,22.724,75.86206,25,0
5608,22.7278,75.8629,26,0
5608,22.72985,75.86328,27,0
5608,22.73916,75.86748,28,0
5608,22.74134,75.86815,29,0
5608,22.74332,75.87088,30,0
5608,22.74503,75.87168,31,0
5608,22.75065,75.86936,32,0
5608,22.75462,75.86985,33,0
5608,22.75897,75.8702,34,0
5608,22.76408,75.87101,35,0
5608,22.77568,75.8603,36,0
5608,22.7795,75.85702,37,0
5608,22.78996,75.84743,38,0
5608,22.79788,75.8473,39,0
5609,22.74068,75.90703,1,0
5609,22.74121,75.90245,2,0
5609,22.7308,75.90276,3,0
5609,22.73396,75.88969,4,0
5609,22.73718,75.88483,5,0
5609,22.73983,75.88091,6,0
5609,22.73647,75.87761,7,0
5609,22.7342,75.875,8,0
5609,22.72655,75.88103,9,0
5609,22.72278,75.88235,10,0
5609,22.71834,75.88424,11,0
5609,22.71397,75.87477,12,0
5609,22.71586,75.87085,13,0
5609,22.71768,75.86885,14,0
5609,22.71976,75.86529,15,0
5609,22.71989,75.86331,16,0
5609,22.71907,75.85896,17,0
5609,22.71866,75.85933,18,0
5609,22.71842,75.85562,19,0
5615,22.76904,75.90103,1,0
5615,22.76606,75.90007,2,0
5615,22.76226,75.89894,3,0
5615,22.75448,75.89654,4,0
5615,22.74951,75.89505,5,0
5615,22.74333,75.89316,6,0
5615,22.73744,75.89131,7,0
5615,22.73446,75.89037,8,0
5615,22.72904,75.88864,9,0
5615,22.72471,75.8871,10,0
5615,22.71902,75.88447,11,0
5615,22.71451,75.88368,12,0
5615,22.71109,75.88203,13,0
5615,22.70662,75.87887,14,0
5615,22.70357,75.87655,15,0
5615,22.69815,75.87753,16,0
5615,22.69513,75.87222,17,0
5615,22.69204,75.86684,18,0
5615,22.68949,75.86409,19,0
5615,22.68665,75.86125,20,0
5615,22.68392,75.8582,21,0
5615,22.68243,75.8552,22,0
5615,22.67794,75.84998,23,0
5615,22.6754,75.84674,24,0
5615,22.67382,75.84129,25,0
5615,22.67021,75.83235,26,0
5615,22.67169,75.83487,27,0
5615,22.66531,75.82676,28,0
5615,22.66232,75.82524,29,0
5615,22.65906,75.82423,30,0
5615,22.65582,75.82297,31,0
5615,22.64311,75.8175,32,0
5615,22.63865,75.81401,33,0
5615,22.63663,75.8106,34,0
5615,22.6319,75.80839,35,0
5615,22.63015,75.80739,36,0
5616,22.63015,75.80739,1,0
5616,22.6319,75.80839,2,0
5616,22.63663,75.8106,3,0
5616,22.63865,75.81401,4,0
5616,22.64311,75.8175,5,0
5616,22.65582,75.82297,6,0
5616,22.65906,75.82423,7,0
5616,22.66232,75.82524,8,0
5616,22.66531,75.82676,9,0
5616,22.67021,75.83235,10,0
5616,22.67169,75.83487,11,0
5616,22.67382,75.84129,12,0
5616,22.6754,75.84674,13,0
5616,22.67794,75.84998,14,0
5616,22.68243,75.8552,15,0
5616,22.68392,75.8582,16,0
5616,22.68665,75.86125,17,0
5616,22.68949,75.86409,18,0
5616,22.69204,75.86684,19,0
5616,22.69513,75.87222,20,0
5616,22.69815,75.87753,21,0
5616,22.70357,75.87655,22,0
5616,22.70662,75.87887,23,0
5616,22.71109,75.88203,24,0
5616,22.71451,75.88368,25,0
5616,22.71902,75.88447,26,0
5616,22.72471,75.8871,27,0
5616,22.72904,75.88864,28,0
5616,22.73446,75.89037,29,0
5616,22.73744,75.89131,30,0
5616,22.74333,75.89316,31,0
5616,22.74951,75.89505,32,0
5616,22.75448,75.89654,33,0
5616,22.76226,75.89894,34,0
5616,22.76606,75.90007,35,0
5616,22.76904,75.90103,36,0
5764,22.71842,75.85562,1,0
5764,22.71626,75.85539,2,0
5764,22.71356,75.85655,3,0
5764,22.70837,75.85452,4,0
5764,22.70685,75.85,5,0
5764,22.70538,75.84605,6,0
5764,22.70537,75.84432,7,0
5764,22.69679,75.83935,8,0
5764,22.69451,75.8387,9,0
5764,22.68935,75.83725,10,0
5764,22.68774,75.83683,11,0
5764,22.68423,75.83581,12,0
5764,22.68372,75.8296,13,0
5764,22.67199,75.83024,14,0
5764,22.67008,75.8286,15,0
5764,22.66706,75.8256,16,0
5764,22.66381,75.82298,17,0
5764,22.66941,75.81457,18,0
5764,22.65822,75.8064,19,0
5764,22.65694,75.80611,20,0
5764,22.64902,75.80682,21,0
5764,22.63903,75.80693,22,0
5764,22.63977,75.80426,23,0
5764,22.64447,75.78835,24,0
5765,22.64447,75.78835,1,0
5765,22.63977,75.80426,2,0
5765,22.63903,75.80693,3,0
5765,22.64902,75.80682,4,0
5765,22.65694,75.80611,5,0
5765,22.65822,75.8064,6,0
5765,22.66941,75.81457,7,0
5765,22.66381,75.82298,8,0
5765,22.66706,75.8256,9,0
5765,22.67008,75.8286,10,0
5765,22.67199,75.83024,11,0
5765,22.68372,75.8296,12,0
5765,22.68423,75.83581,13,0
5765,22.68774,75.83683,14,0
5765,22.68935,75.83725,15,0
5765,22.69451,75.8387,16,0
5765,22.69679,75.83935,17,0
5765,22.70537,75.84432,18,0
5765,22.70536,75.84727,19,0
5765,22.70685,75.85,20,0
5765,22.70837,75.85452,21,0
5765,22.71342,75.85589,22,0
5765,22.71626,75.85539,23,0
5765,22.71842,75.85562,24,0
5782,22.71842,75.85562,1,0
5782,22.71645,75.86005,2,0
5782,22.71993,75.85974,3,0
5782,22.71876,75.86355,4,0
5782,22.71901,75.86575,5,0
5782,22.7201,75.87128,6,0
5782,22.72077,75.874,7,0
5782,22.72451,75.87419,8,0
5782,22.72519,75.87421,9,0
5782,22.72858,75.87449,10,0
5782,22.7342,75.875,11,0
5782,22.73647,75.87761,12,0
5782,22.73983,75.88091,13,0
5782,22.74385,75.88437,14,0
5782,22.74662,75.88795,15,0
5782,22.74929,75.89009,16,0
5782,22.75202,75.89107,17,0
5782,22.75103,75.89499,18,0
5782,22.75532,75.89702,19,0
5782,22.75361,75.90408,20,0
5782,22.75374,75.90734,21,0
5782,22.75301,75.91547,22,0
5782,22.75285,75.91879,23,0
5782,22.75223,75.92148,24,0
5782,22.75847,75.9217,25,0
5782,22.7632,75.92182,26,0
5782,22.76231,75.92565,27,0
5782,22.76102,75.9293,28,0
5798,22.71768,75.86885,1,0
5798,22.71262,75.8795,2,0
5798,22.7014,75.87736,3,0
5798,22.69268,75.86781,4,0
5798,22.68264,75.85727,5,0
5798,22.67169,75.83487,6,0
5798,22.67021,75.83235,7,0
5798,22.66941,75.81457,8,0
5798,22.63903,75.80693,9,0
5798,22.63151,75.7918,10,0
5798,22.61107,75.67722,11,0
5798,22.6293,75.61344,12,0
5798,22.63812,75.5815,13,0
5799,22.68046,75.92071,1,0
5799,22.68395,75.91371,2,0
5799,22.68565,75.88889,3,0
5799,22.68889,75.88449,4,0
5799,22.69211,75.88225,5,0
5799,22.69485,75.88044,6,0
5799,22.69931,75.87791,7,0
5799,22.70746,75.87884,8,0
5799,22.71296,75.87857,9,0
5799,22.71371,75.87587,10,0
5799,22.71397,75.87477,11,0
5799,22.71586,75.87085,12,0
5799,22.71381,75.8686,13,0
5799,22.71768,75.86885,14,0
5799,22.71982,75.86903,15,0
5799,22.71901,75.86575,16,0
5799,22.71876,75.86355,17,0
5799,22.71866,75.85933,18,0
5799,22.71643,75.85815,19,0
5799,22.71626,75.85539,20,0
5799,22.71563,75.85033,21,0
5799,22.71535,75.84527,22,0
5799,22.71519,75.84062,23,0
5799,22.71313,75.84063,24,0
5800,22.71313,75.84063,1,0
5800,22.71519,75.84062,2,0
5800,22.71535,75.84527,3,0
5800,22.71563,75.85033,4,0
5800,22.71626,75.85539,5,0
5800,22.71643,75.85815,6,0
5800,22.71866,75.85933,7,0
5800,22.71989,75.86331,8,0
5800,22.71976,75.86529,9,0
5800,22.71982,75.86903,10,0
5800,22.71768,75.86885,11,0
5800,22.71381,75.8686,12,0
5800,22.71586,75.87085,13,0
5800,22.71397,75.87477,14,0
5800,22.71371,75.87587,15,0
5800,22.71296,75.87857,16,0
5800,22.70746,75.87884,17,0
5800,22.69931,75.87791,18,0
5800,22.69485,75.88044,19,0
5800,22.69211,75.88225,20,0
5800,22.68889,75.88449,21,0
5800,22.68565,75.88889,22,0
5800,22.68395,75.91371,23,0
5800,22.68046,75.92071,24,0
5803,22.71842,75.85562,1,0
5803,22.72374,75.85922,2,0
5803,22.73401,75.86032,3,0
5803,22.73456,75.85739,4,0
5803,22.73386,75.84969,5,0
5803,22.73266,75.84669,6,0
5803,22.72607,75.84571,7,0
5803,22.72694,75.84163,8,0
5803,22.72829,75.83026,9,0
5803,22.73294,75.81547,10,0
5803,22.74604,75.8011,11,0
5803,22.75334,75.8037,12,0
5803,22.75657,75.79834,13,0
5803,22.75843,75.79431,14,0
5805,22.75847,75.9217,1,0
5805,22.75223,75.92148,2,0
5805,22.75285,75.91879,3,0
5805,22.75374,75.90734,4,0
5805,22.75361,75.90408,5,0
5805,22.75532,75.89702,6,0
5805,22.75103,75.89499,7,0
5805,22.75202,75.89107,8,0
5805,22.75277,75.88781,9,0
5805,22.75561,75.87815,10,0
5805,22.76108,75.87496,11,0
5805,22.77568,75.8603,12,0
5805,22.7795,75.85702,13,0
5805,22.78996,75.84743,14,0
5805,22.79788,75.8473,15,0
5805,22.78985,75.84645,16,0
5805,22.78599,75.83605,17,0
5805,22.77251,75.81971,18,0
5805,22.75971,75.80857,19,0
5805,22.75334,75.8037,20,0
5805,22.74604,75.8011,21,0
5805,22.73544,75.79558,22,0
5805,22.73908,75.79089,23,0
5805,22.74143,75.78182,24,0
5805,22.74245,75.77641,25,0
5805,22.7457,75.77553,26,0
5805,22.754,75.77168,27,0
5805,22.75735,75.76962,28,0
5805,22.76766,75.76494,29,0
5805,22.77079,75.7649,30,0
5805,22.79406,75.74192,31,0
5806,22.69931,75.87791,1,0
5806,22.70066,75.88506,2,0
5806,22.70436,75.88607,3,0
5806,22.71079,75.88315,4,0
5806,22.71262,75.8795,5,0
5806,22.71371,75.87587,6,0
5806,22.71397,75.87477,7,0
5806,22.71381,75.8686,8,0
5806,22.71768,75.86885,9,0
5806,22.71901,75.86575,10,0
5806,22.71876,75.86355,11,0
5806,22.71866,75.85933,12,0
5806,22.71842,75.85562,13,0
5806,22.71626,75.85539,14,0
5806,22.71356,75.85655,15,0
5806,22.70837,75.85452,16,0
5806,22.70685,75.85,17,0
5806,22.70538,75.84605,18,0
5806,22.70537,75.84432,19,0
5807,22.75843,75.79431,1,0
5807,22.75657,75.79834,2,0
5807,22.75334,75.8037,3,0
5807,22.74604,75.8011,4,0
5807,22.73294,75.81547,5,0
5807,22.72829,75.83026,6,0
5807,22.72694,75.84163,7,0
5807,22.72607,75.84571,8,0
5807,22.73266,75.84669,9,0
5807,22.73386,75.84969,10,0
5807,22.73456,75.85739,11,0
5807,22.73401,75.86032,12,0
5807,22.72374,75.85922,13,0
5807,22.71842,75.85562,14,0
5808,22.79406,75.74192,1,0
5808,22.77079,75.7649,2,0
5808,22.76766,75.76494,3,0
5808,22.75735,75.76962,4,0
5808,22.754,75.77168,5,0
5808,22.7457,75.77553,6,0
5808,22.74245,75.77641,7,0
5808,22.74143,75.78182,8,0
